show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s149,Movie,Title_149,Director_1621,"Actor_2064, Actor_777, Actor_4915",India,"December 18, 2023",2011,TV-14,123 min,Thrillers,A movie in the Thrillers genre from India.
s150,TV Show,Title_150,Director_1302,"Actor_3950, Actor_554, Actor_2746, Actor_145",United States,"June 6, 2023",2012,TV-PG,3 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s151,TV Show,Title_151,Director_1263,"Actor_2531, Actor_1937",South Korea,"April 1, 2021",2006,TV-14,2 Seasons,TV Comedies,A tv show in the TV Comedies genre from South Korea.
s152,TV Show,Title_152,Director_414,"Actor_3079, Actor_1675, Actor_311",Brazil,"August 10, 2016",2012,TV-PG,2 Seasons,Docuseries,A tv show in the Docuseries genre from Brazil.
s153,Movie,Title_153,Director_651,"Actor_4267, Actor_3399",United States,"March 9, 2021",2016,PG-13,116 min,Crime Movies,A movie in the Crime Movies genre from United States.
s154,TV Show,Title_154,Director_1105,"Actor_2035, Actor_1823",France,"April 7, 2021",2016,TV-PG,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from France.
s155,TV Show,Title_155,Director_1954,"Actor_427, Actor_1160, Actor_1673",South Korea,"August 3, 2021",2008,TV-14,1 Season,Docuseries,A tv show in the Docuseries genre from South Korea.
s156,Movie,Title_156,Director_161,"Actor_3827, Actor_2552, Actor_1345, Actor_1619, Actor_2007",United States,"April 17, 2022",2013,TV-MA,130 min,Comedies,A movie in the Comedies genre from United States.
s157,Movie,Title_157,Director_557,"Actor_656, Actor_2946, Actor_3263, Actor_3095, Actor_1375",India,"November 7, 2019",2018,PG-13,98 min,Action & Adventure,A movie in the Action & Adventure genre from India.
s158,Movie,Title_158,Director_1561,"Actor_3502, Actor_682, Actor_2460, Actor_4876, Actor_4401",India,"August 1, 2021",2010,R,138 min,Horror Movies,A movie in the Horror Movies genre from India.
s159,Movie,Title_159,Director_769,"Actor_590, Actor_2730, Actor_1120, Actor_3845, Actor_1604",United States,"August 10, 2020",2014,TV-14,92 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s160,TV Show,Title_160,Director_1896,"Actor_3233, Actor_3057, Actor_3147, Actor_4011, Actor_2522",United States,"August 13, 2021",2017,TV-MA,4 Seasons,Kids' TV,A tv show in the Kids' TV genre from United States.
s161,Movie,Title_161,Director_333,"Actor_3575, Actor_2092, Actor_2856",France,"July 19, 2016",2004,TV-MA,173 min,Anime Features,A movie in the Anime Features genre from France.
s162,TV Show,Title_162,Director_506,"Actor_3914, Actor_283, Actor_2961",India,"July 24, 2016",2013,TV-PG,1 Season,Reality TV,A tv show in the Reality TV genre from India.
s163,TV Show,Title_163,Director_521,"Actor_4933, Actor_4738, Actor_1323",Japan,"November 5, 2018",2017,TV-MA,2 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from Japan.
s164,TV Show,Title_164,Director_1996,"Actor_4248, Actor_1547",United States,"December 19, 2023",2020,TV-PG,2 Seasons,TV Dramas,A tv show in the TV Dramas genre from United States.
s165,TV Show,Title_165,Director_1504,"Actor_729, Actor_896, Actor_4691, Actor_2822, Actor_1170",India,"October 10, 2019",2016,TV-G,1 Season,Crime TV Shows,A tv show in the Crime TV Shows genre from India.
s166,Movie,Title_166,Director_1672,"Actor_13, Actor_794, Actor_573, Actor_3423, Actor_4301",United States,"January 6, 2020",2014,TV-MA,155 min,Crime Movies,A movie in the Crime Movies genre from United States.
s167,Movie,Title_167,Director_276,"Actor_3986, Actor_1491, Actor_4118",India,"March 23, 2018",2014,TV-MA,115 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
s168,TV Show,Title_168,Director_1848,"Actor_3611, Actor_895, Actor_1361, Actor_654, Actor_2402",United States,"April 9, 2018",2008,TV-14,1 Season,Reality TV,A tv show in the Reality TV genre from United States.
s169,TV Show,Title_169,Director_1378,"Actor_78, Actor_501",United States,"August 16, 2016",2008,TV-MA,1 Season,Docuseries,A tv show in the Docuseries genre from United States.
s170,Movie,Title_170,Director_1622,"Actor_3078, Actor_4940",United States,"April 17, 2023",2011,PG-13,161 min,Dramas,A movie in the Dramas genre from United States.
s171,Movie,Title_171,Director_1397,"Actor_2583, Actor_1963, Actor_2960, Actor_3265",India,"June 12, 2021",2019,TV-G,120 min,Thrillers,A movie in the Thrillers genre from India.
s172,Movie,Title_172,Director_1783,"Actor_1138, Actor_211, Actor_4931, Actor_1007, Actor_4347",United States,"January 15, 2022",2010,TV-MA,105 min,Anime Features,A movie in the Anime Features genre from United States.
s173,Movie,Title_173,Director_1353,"Actor_26, Actor_2640, Actor_137",United States,"September 14, 2019",2019,TV-14,91 min,Crime Movies,A movie in the Crime Movies genre from United States.
s174,TV Show,Title_174,Director_993,"Actor_667, Actor_2854, Actor_3506, Actor_3901, Actor_823",Japan,"April 20, 2021",2020,TV-Y7,6 Seasons,Anime Series,A tv show in the Anime Series genre from Japan.
s175,Movie,Title_175,Director_1632,"Actor_2469, Actor_4496",Brazil,"March 16, 2021",2007,TV-MA,84 min,Romantic Movies,A movie in the Romantic Movies genre from Brazil.
s176,TV Show,Title_176,Director_350,"Actor_865, Actor_3563",India,"April 7, 2020",2012,TV-Y7,6 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from India.
s177,Movie,Title_177,Director_1473,"Actor_3902, Actor_1009, Actor_1113, Actor_4379",Mexico,"May 8, 2019",2016,TV-MA,178 min,Dramas,A movie in the Dramas genre from Mexico.
s178,Movie,Title_178,Director_1893,"Actor_2812, Actor_3089",Japan,"October 25, 2021",2013,R,161 min,Crime Movies,A movie in the Crime Movies genre from Japan.
s179,TV Show,Title_179,Director_531,"Actor_2384, Actor_719",Mexico,"April 8, 2023",2021,TV-PG,3 Seasons,Docuseries,A tv show in the Docuseries genre from Mexico.
s180,Movie,Title_180,Director_261,"Actor_3115, Actor_4727, Actor_14, Actor_2547",United States,"October 12, 2023",2011,R,135 min,Comedies,A movie in the Comedies genre from United States.
s181,Movie,Title_181,Director_748,"Actor_4258, Actor_4929, Actor_4840",United States,"June 25, 2020",2018,PG-13,168 min,Anime Features,A movie in the Anime Features genre from United States.
s182,Movie,Title_182,Director_1932,"Actor_1794, Actor_4095, Actor_3734, Actor_1208",United States,"March 27, 2022",2017,R,128 min,Comedies,A movie in the Comedies genre from United States.
s183,Movie,Title_183,Director_633,"Actor_2241, Actor_4702",South Korea,"October 11, 2022",2008,TV-MA,145 min,Thrillers,A movie in the Thrillers genre from South Korea.
s184,Movie,Title_184,Director_683,"Actor_1726, Actor_1844, Actor_431",India,"January 26, 2019",2016,PG,123 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
s185,Movie,Title_185,Director_804,"Actor_3461, Actor_3879, Actor_2854, Actor_3207",Others,"January 18, 2020",2010,PG,153 min,Action & Adventure,A movie in the Action & Adventure genre from Others.
s186,Movie,Title_186,Director_1123,"Actor_798, Actor_1073, Actor_2650, Actor_4755, Actor_444",United States,"December 28, 2019",2010,PG-13,96 min,Comedies,A movie in the Comedies genre from United States.
s187,Movie,Title_187,Director_989,"Actor_1187, Actor_1719, Actor_1787, Actor_1603",Others,"August 23, 2018",2007,R,143 min,Crime Movies,A movie in the Crime Movies genre from Others.
s188,TV Show,Title_188,Director_1392,"Actor_462, Actor_787, Actor_2913",Brazil,"July 14, 2021",2010,TV-MA,3 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from Brazil.
s189,Movie,Title_189,Director_1987,"Actor_3310, Actor_2008, Actor_279",India,"October 14, 2023",2018,G,75 min,Action & Adventure,A movie in the Action & Adventure genre from India.
s190,Movie,Title_190,Director_769,"Actor_3799, Actor_3131",United States,"November 24, 2021",2011,R,98 min,Documentaries,A movie in the Documentaries genre from United States.
s191,TV Show,Title_191,Director_1314,"Actor_189, Actor_4808, Actor_4694",United States,"February 16, 2017",2004,TV-PG,1 Season,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s192,Movie,Title_192,Director_1321,"Actor_2445, Actor_4682, Actor_1026, Actor_815, Actor_2665",United Kingdom,"July 16, 2017",2007,TV-MA,155 min,Horror Movies,A movie in the Horror Movies genre from United Kingdom.
s193,TV Show,Title_193,Director_1715,"Actor_1700, Actor_962",United States,"February 17, 2015",2015,TV-MA,4 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s194,TV Show,Title_194,Director_264,"Actor_1321, Actor_720, Actor_4608",United States,"February 2, 2020",2015,TV-PG,1 Season,TV Comedies,A tv show in the TV Comedies genre from United States.
s195,Movie,Title_195,Director_867,"Actor_2035, Actor_2463",United States,"September 6, 2020",2016,TV-MA,75 min,Dramas,A movie in the Dramas genre from United States.
s196,Movie,Title_196,Director_1005,"Actor_4282, Actor_2885, Actor_4966, Actor_4410",United States,"March 19, 2021",2020,TV-G,97 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s197,TV Show,Title_197,Director_614,"Actor_1100, Actor_4933, Actor_4523",India,"April 5, 2016",2002,TV-PG,2 Seasons,Kids' TV,A tv show in the Kids' TV genre from India.
s198,Movie,Title_198,Director_523,"Actor_3128, Actor_1338, Actor_3278, Actor_3737",United States,"February 18, 2021",2019,R,76 min,Anime Features,A movie in the Anime Features genre from United States.
s199,Movie,Title_199,Director_1501,"Actor_1579, Actor_3049, Actor_4618, Actor_4190",United States,"February 21, 2021",2012,PG-13,180 min,Thrillers,A movie in the Thrillers genre from United States.
s200,Movie,Title_200,Director_1975,"Actor_636, Actor_2213, Actor_1021",South Korea,"July 1, 2019",2017,R,79 min,Action & Adventure,A movie in the Action & Adventure genre from South Korea.
s201,TV Show,Title_201,Director_1594,"Actor_1199, Actor_1850, Actor_2242, Actor_81",United Kingdom,"June 11, 2019",2006,TV-PG,1 Season,TV Dramas,A tv show in the TV Dramas genre from United Kingdom.
s202,Movie,Title_202,Director_1079,"Actor_4824, Actor_4011, Actor_783, Actor_4334",United States,"February 6, 2020",2008,NR,88 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s203,Movie,Title_203,Director_652,"Actor_1481, Actor_2828, Actor_4356, Actor_4520, Actor_4872",United States,"January 6, 2021",2009,PG-13,96 min,Crime Movies,A movie in the Crime Movies genre from United States.
s204,Movie,Title_204,Director_293,"Actor_4650, Actor_2191, Actor_434, Actor_3033, Actor_2041",Others,"November 5, 2019",2008,R,76 min,Romantic Movies,A movie in the Romantic Movies genre from Others.
s205,Movie,Title_205,Director_588,"Actor_3505, Actor_4265, Actor_1875, Actor_2501",Canada,"August 17, 2018",2014,R,118 min,Anime Features,A movie in the Anime Features genre from Canada.
s206,Movie,Title_206,Director_158,"Actor_768, Actor_1353, Actor_4713",Japan,"November 3, 2022",2009,G,112 min,Comedies,A movie in the Comedies genre from Japan.
s207,Movie,Title_207,Director_1042,"Actor_3930, Actor_4079, Actor_4219",United States,"July 22, 2023",2008,TV-14,130 min,Comedies,A movie in the Comedies genre from United States.
s208,TV Show,Title_208,Director_1463,"Actor_4378, Actor_2827, Actor_2001, Actor_4327, Actor_4991",Canada,"December 1, 2020",2011,TV-Y7,3 Seasons,Horror TV Shows,A tv show in the Horror TV Shows genre from Canada.
s209,TV Show,Title_209,Director_752,"Actor_4209, Actor_2895, Actor_418",United States,"March 3, 2023",2015,TV-14,1 Season,TV Comedies,A tv show in the TV Comedies genre from United States.
s210,Movie,Title_210,Director_1704,"Actor_2377, Actor_2451",India,"November 8, 2023",2018,R,107 min,Horror Movies,A movie in the Horror Movies genre from India.
s211,Movie,Title_211,Director_1903,"Actor_3794, Actor_4000",India,"April 10, 2021",2018,TV-MA,60 min,Thrillers,A movie in the Thrillers genre from India.
s212,Movie,Title_212,Director_717,"Actor_3294, Actor_2905, Actor_73",United States,"February 1, 2019",2015,TV-MA,118 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s213,TV Show,Title_213,Director_1871,"Actor_57, Actor_1275, Actor_2050, Actor_1853, Actor_3856",United States,"July 4, 2020",2009,TV-14,1 Season,Docuseries,A tv show in the Docuseries genre from United States.
s214,TV Show,Title_214,Director_1345,"Actor_1326, Actor_1146, Actor_2898, Actor_3556, Actor_48",United States,"February 15, 2018",2011,TV-MA,1 Season,Anime Series,A tv show in the Anime Series genre from United States.
s215,Movie,Title_215,Director_1524,"Actor_259, Actor_1314, Actor_1631, Actor_3927",United States,"July 14, 2019",2008,TV-MA,84 min,Crime Movies,A movie in the Crime Movies genre from United States.
s216,TV Show,Title_216,Director_1566,"Actor_4112, Actor_3186, Actor_1077, Actor_899, Actor_884",France,"June 25, 2020",2009,TV-MA,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from France.
s217,Movie,Title_217,Director_1700,"Actor_3520, Actor_4892, Actor_66, Actor_3559",Nigeria,"January 22, 2020",2012,TV-MA,104 min,Dramas,A movie in the Dramas genre from Nigeria.
s218,Movie,Title_218,Director_1494,"Actor_2044, Actor_2304, Actor_943",India,"October 5, 2022",2014,TV-MA,70 min,Thrillers,A movie in the Thrillers genre from India.
s219,Movie,Title_219,Director_1447,"Actor_4116, Actor_1485",Others,"April 16, 2021",2019,NR,91 min,Thrillers,A movie in the Thrillers genre from Others.
s220,Movie,Title_220,Director_561,"Actor_1198, Actor_3493, Actor_145",United States,"July 2, 2018",2007,PG-13,79 min,Anime Features,A movie in the Anime Features genre from United States.
s221,TV Show,Title_221,Director_474,"Actor_2754, Actor_3491, Actor_3926",Japan,"December 21, 2020",2014,TV-MA,1 Season,Kids' TV,A tv show in the Kids' TV genre from Japan.
s222,Movie,Title_222,Director_1932,"Actor_3425, Actor_2024, Actor_2621, Actor_390",United States,"June 9, 2019",2012,R,66 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s223,TV Show,Title_223,Director_1861,"Actor_3530, Actor_1515",United States,"August 9, 2019",2013,TV-MA,2 Seasons,International TV Shows,A tv show in the International TV Shows genre from United States.
s224,Movie,Title_224,Director_1578,"Actor_2714, Actor_2954, Actor_2961",United States,"November 18, 2017",2002,R,98 min,Horror Movies,A movie in the Horror Movies genre from United States.
s225,Movie,Title_225,Director_787,"Actor_872, Actor_1069",Brazil,"April 19, 2019",2012,PG-13,107 min,Anime Features,A movie in the Anime Features genre from Brazil.
s226,Movie,Title_226,Director_913,"Actor_614, Actor_4478",Japan,"April 23, 2021",2012,PG-13,65 min,Crime Movies,A movie in the Crime Movies genre from Japan.
s227,Movie,Title_227,Director_315,"Actor_1048, Actor_1571",Japan,"September 24, 2023",2014,R,120 min,Children & Family Movies,A movie in the Children & Family Movies genre from Japan.
s228,Movie,Title_228,Director_1290,"Actor_3573, Actor_555",India,"June 15, 2022",2018,TV-14,174 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s229,TV Show,Title_229,Director_1427,"Actor_2373, Actor_373, Actor_4639",India,"October 9, 2022",2012,TV-14,6 Seasons,Docuseries,A tv show in the Docuseries genre from India.
s230,Movie,Title_230,Director_1538,"Actor_4608, Actor_3197, Actor_3284, Actor_4975, Actor_2225",United States,"March 15, 2020",2007,TV-MA,164 min,Crime Movies,A movie in the Crime Movies genre from United States.
s231,Movie,Title_231,Director_1032,"Actor_2486, Actor_1805, Actor_2428, Actor_2200",United States,"September 15, 2018",2003,TV-MA,133 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s232,Movie,Title_232,Director_304,"Actor_1090, Actor_2216, Actor_423, Actor_2040",United Kingdom,"January 21, 2020",2014,TV-MA,65 min,Comedies,A movie in the Comedies genre from United Kingdom.
s233,TV Show,Title_233,Director_1939,"Actor_1095, Actor_3346, Actor_2416, Actor_2660",Indonesia,"June 3, 2019",2015,TV-14,1 Season,Kids' TV,A tv show in the Kids' TV genre from Indonesia.
s234,Movie,Title_234,Director_1990,"Actor_4403, Actor_4779",United States,"March 9, 2019",2012,TV-14,165 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from United States.
s235,Movie,Title_235,Director_1238,"Actor_3623, Actor_1808, Actor_2657",United States,"November 21, 2023",2016,TV-14,108 min,Crime Movies,A movie in the Crime Movies genre from United States.
s236,Movie,Title_236,Director_475,"Actor_3020, Actor_1216, Actor_3925, Actor_768, Actor_4063",United States,"March 15, 2022",2019,PG-13,163 min,Documentaries,A movie in the Documentaries genre from United States.
s237,TV Show,Title_237,Director_1327,"Actor_173, Actor_2541, Actor_1335, Actor_1456",United States,"December 6, 2018",2018,TV-MA,4 Seasons,Reality TV,A tv show in the Reality TV genre from United States.
s238,TV Show,Title_238,Director_1862,"Actor_822, Actor_4316, Actor_1125, Actor_97, Actor_4943",Thailand,"April 15, 2018",2016,TV-PG,1 Season,Docuseries,A tv show in the Docuseries genre from Thailand.
